i: 0 t: 0 dt: 9.09091e+28 #Cells: 16384 Wall clock time (s): 0 CPU time (s): 0.115688 
i: 3 t: 0.1 dt: 0.025 #Cells: 16384 Wall clock time (s): 7.23269 CPU time (s): 7.61561 
i: 7 t: 0.2 dt: 0.025 #Cells: 16384 Wall clock time (s): 14.2322 CPU time (s): 14.9526 
