-0.3125 0.29793
-0.337448 0.3125

-0.46875 0.404589
-0.521813 0.46875

-0.546875 0.5262
-0.556114 0.546875

-0.554871 0.546875
-0.565854 0.625

-0.546875 0.525541
-0.521054 0.46875

-0.390625 0.341509
-0.45064 0.390625

-0.46875 0.404247
-0.454779 0.390625

-0.390625 0.341206
-0.342121 0.3125

-0.3125 0.297674
-0.234375 0.263335

-0.234375 0.264586
-0.15625 0.236227

-0.078125 0.211947
-0.1525 0.234375

-0.15625 0.236404
-0.149523 0.234375

-0.078125 0.21243
0 0.194148

-0.564616 0.625
-0.556743 0.703125

-0.556522 0.703125
-0.546875 0.738166

-0.546875 0.731157
-0.533084 0.78125

-0.533257 0.78125
-0.502067 0.859375

-0.50151 0.859375
-0.46875 0.925781

-0.46875 0.925764
-0.46296 0.9375

-0.462701 0.9375
-0.418458 1.01562

-0.4173 1.01562
-0.390625 1.05911

-0.390625 1.06067
-0.370332 1.09375

-0.369532 1.09375
-0.319934 1.17188

-0.319539 1.17188
-0.3125 1.18295

-0.3125 1.1834
-0.269226 1.25

-0.267412 1.25
-0.234375 1.30224

-0.234375 1.30466
-0.219607 1.32812

-0.218985 1.32812
-0.172497 1.40625

-0.17139 1.40625
-0.15625 1.43378

-0.15625 1.43468
-0.128921 1.48438

-0.128872 1.48438
-0.09077 1.5625

-0.0906689 1.5625
-0.078125 1.59149

-0.078125 1.59243
-0.0572751 1.64062

-0.0563183 1.64062
-0.028128 1.71875

-0.0288888 1.71875
-0.00639353 1.79688

-0.00697035 1.79688
0 1.82578

0 2.34513
-0.0210944 2.42188

-0.0228671 2.42188
-0.0330198 2.5

-0.030997 2.5
-0.0303212 2.57812

-0.0288286 2.57812
-0.024355 2.65625

-0.0238419 2.65625
-0.019582 2.73438

-0.0195497 2.73438
-0.0165942 2.8125

-0.016718 2.8125
-0.0148838 2.89062

-0.014993 2.89062
-0.0138144 2.96875

-0.0138736 2.96875
-0.0130139 3.04688

-0.0130317 3.04688
-0.0123371 3.125

-0.012353 3.125
-0.0117562 3.20312

-0.0117623 3.20312
-0.011219 3.28125

-0.011225 3.28125
-0.0107111 3.35938

-0.0107087 3.35938
-0.0102172 3.4375

-0.0102127 3.4375
-0.0097573 3.51562

-0.00976204 3.51562
-0.00934206 3.59375

-0.0093494 3.59375
-0.00894076 3.67188

-0.00893971 3.67188
-0.00852983 3.75

-0.00852408 3.75
-0.00812652 3.82812

-0.00813015 3.82812
-0.00774914 3.90625

-0.00775409 3.90625
-0.00737249 3.98438

-0.00735099 3.98438
-0.0070019 4.0625

-0.00697426 4.0625
-0.00675594 4.14062

-0.00678944 4.14062
-0.00669015 4.21875

-0.00673061 4.21875
-0.00660246 4.29688

-0.00657669 4.29688
-0.0063903 4.375

-0.00636266 4.375
-0.00622486 4.45312

-0.00621712 4.45312
-0.00619865 4.53125

-0.00619084 4.53125
-0.00632278 4.60938

-0.0063654 4.60938
-0.00657814 4.6875

-0.0065788 4.6875
-0.00678578 4.76562

-0.00680545 4.76562
-0.00696604 4.84375

-0.00697676 4.84375
-0.00703018 4.92188

-0.00701181 4.92188
-0.00697333 5

-0.00699098 5
-0.00686208 5.07812

-0.00686717 5.07812
-0.00660237 5.15625

-0.0065899 5.15625
-0.00620396 5.23438

-0.00618957 5.23438
-0.00573621 5.3125

-0.00569909 5.3125
-0.00528134 5.39062

-0.00528614 5.39062
-0.00496862 5.46875

-0.00498909 5.46875
-0.00472123 5.54688

-0.00470862 5.54688
-0.00447472 5.625

-0.00443378 5.625
-0.00434094 5.70312

-0.00435471 5.70312
-0.00445728 5.78125

-0.00453955 5.78125
-0.00464547 5.85938

-0.00462633 5.85938
-0.00460932 5.9375

-0.00461367 5.9375
-0.00450332 6.01562

-0.00449306 6.01562
-0.00430119 6.09375

-0.00427873 6.09375
-0.00407077 6.17188

-0.00406702 6.17188
-0.00389535 6.25

-0.00390282 6.25
-0.00375998 6.32812

-0.00376065 6.32812
-0.00363034 6.40625

-0.00362945 6.40625
-0.00351212 6.48438

-0.00351134 6.48438
-0.00341035 6.5625

-0.00341854 6.5625
-0.00331908 6.64062

-0.00331743 6.64062
-0.00320644 6.71875

-0.00319765 6.71875
-0.00309603 6.79688

-0.00310286 6.79688
-0.00301452 6.875

-0.00301024 6.875
-0.0029301 6.95312

-0.00293173 6.95312
-0.0028651 7.03125

-0.0028626 7.03125
-0.00281118 7.10938

-0.00280685 7.10938
-0.00278431 7.1875

-0.00280817 7.1875
-0.00277546 7.26562

-0.00277562 7.26562
-0.0026847 7.34375

-0.00265958 7.34375
-0.00256036 7.42188

-0.00255948 7.42188
-0.00250398 7.5

-0.00251961 7.5
-0.0024783 7.57812

-0.00247929 7.57812
-0.00241892 7.65625

-0.00241182 7.65625
-0.00234462 7.73438

-0.00234287 7.73438
-0.00228652 7.8125

-0.00229069 7.8125
-0.00224038 7.89062

-0.00224093 7.89062
-0.00218722 7.96875

-0.00218865 7.96875
-0.00212758 8.04688

-0.00212449 8.04688
-0.00205937 8.125

-0.00205888 8.125
-0.00199685 8.20312

-0.00199319 8.20312
-0.00194255 8.28125

-0.0019422 8.28125
-0.00191097 8.35938

-0.00191387 8.35938
-0.00189697 8.4375

-0.00190081 8.4375
-0.00188475 8.51562

-0.00188917 8.51562
-0.00185744 8.59375

-0.0018462 8.59375
-0.00181246 8.67188

-0.00181254 8.67188
-0.00179909 8.75

-0.00180327 8.75
-0.00180157 8.82812

-0.00180142 8.82812
-0.00180342 8.90625

-0.00180353 8.90625
-0.0018093 8.98438

-0.00180877 8.98438
-0.00181916 9.0625

-0.0018197 9.0625
-0.00183469 9.14062

-0.00183477 9.14062
-0.00185314 9.21875

-0.00185893 9.21875
-0.00186892 9.29688

-0.00186944 9.29688
-0.00185843 9.375

-0.00185647 9.375
-0.00182732 9.45312

-0.00182565 9.45312
-0.00178561 9.53125

-0.00178493 9.53125
-0.00173871 9.60938

-0.00174078 9.60938
-0.00168558 9.6875

-0.00167686 9.6875
-0.00162601 9.76562

-0.00162705 9.76562
-0.00159591 9.84375

-0.00160562 9.84375
-0.00157266 9.92188

-0.0015692 9.92188
-0.00152191 10

-0.00151843 10
-0.00147068 10.0781

-0.00146986 10.0781
-0.00143025 10.1562

-0.00142658 10.1562
-0.00140411 10.2344

-0.00140589 10.2344
-0.00140437 10.3125

-0.00141142 10.3125
-0.0014132 10.3906

-0.00140618 10.3906
-0.00141118 10.4688

-0.00141991 10.4688
-0.00142472 10.5469

-0.00142649 10.5469
-0.00141008 10.625

-0.00139875 10.625
-0.00138021 10.7031

-0.00137991 10.7031
-0.0013825 10.7812

-0.00139344 10.7812
-0.00139588 10.8594

-0.00139429 10.8594
-0.0013779 10.9375

-0.00137036 10.9375
-0.00133647 11.0938

-0.00134669 11.0938
-0.0012985 11.25

-0.00128002 11.25
-0.00124942 11.3281

-0.00124769 11.3281
-0.001251 11.4062

-0.00127045 11.4062
-0.00127221 11.4844

-0.00127227 11.4844
-0.00123349 11.5625

-0.00122033 11.5625
-0.0011672 11.6406

-0.00116248 11.6406
-0.00113074 11.7188

-0.00113295 11.7188
-0.00112764 11.7969

-0.00112944 11.7969
-0.00114253 11.875

-0.00114684 11.875
-0.00116612 11.9531

-0.00116705 11.9531
-0.00118207 12.0312

-0.0011862 12.0312
-0.00118683 12.1094

-0.00118794 12.1094
-0.0011637 12.1875

-0.00115304 12.1875
-0.001123 12.2656

-0.00112314 12.2656
-0.00110836 12.3438

-0.0011086 12.3438
-0.00110833 12.4219

-0.00111014 12.4219
-0.00112027 12.5

-0.00112362 12.5
-0.00113384 12.5781

-0.00113481 12.5781
-0.00113649 12.6562

-0.00113973 12.6562
-0.00112442 12.7344

-0.00112238 12.7344
-0.00108767 12.8125

-0.00107969 12.8125
-0.00104563 12.8906

-0.00104544 12.8906
-0.00102835 12.9688

-0.00102552 12.9688
-0.00103145 13.0469

-0.00103158 13.0469
-0.00106593 13.125

-0.00108077 13.125
-0.0011136 13.2031

-0.00111444 13.2031
-0.0011144 13.2812

-0.00110685 13.2812
-0.00108739 13.3594

-0.00108702 13.3594
-0.00106395 13.4375

-0.00106126 13.4375
-0.00104071 13.5156

-0.00103895 13.5156
-0.0010298 13.5938

-0.00103748 13.5938
-0.00102789 13.6719

-0.00102548 13.6719
-0.00100492 13.75

-0.00100226 13.75
-0.000980855 13.8281

-0.000983984 13.8281
-0.000960803 13.9062

-0.000960073 13.9062
-0.000930318 13.9844

-0.00092782 13.9844
-0.000897945 14.0625

-0.00090056 14.0625
-0.000870331 14.1406

-0.000872271 14.1406
-0.000832578 14.2188

-0.000818365 14.2188
-0.000793756 14.2969

-0.000791364 14.2969
-0.000815052 14.375

-0.000832258 14.375
-0.000874615 14.4531

-0.00087069 14.4531
-0.000905156 14.5312

-0.000910702 14.5312
-0.000934034 14.6094

-0.000935664 14.6094
-0.00093351 14.6875

-0.000917794 14.6875
-0.000918328 14.7656

-0.000924521 14.7656
-0.00094679 14.8438

-0.000952494 14.8438
-0.000972705 14.9219

-0.00096663 14.9219
-0.000985526 15

-0.00100006 15
-0.00100072 15.0781

-0.00100088 15.0781
-0.000953949 15.1562

-0.000936051 15.1562
-0.000877021 15.2344

-0.000876886 15.2344
-0.000841818 15.3125

-0.000850319 15.3125
-0.000822479 15.3906

-0.000823455 15.3906
-0.000783887 15.4688

