0 0 0 0.665618 1.50004 0.588834
5 0.01 0 0.743562 1.4925 0.632361
8 0.02 0 0.743562 1.48634 0.632424
10 0.03 0 0.743562 1.48017 0.632498
12 0.04 0 0.743562 1.47399 0.632576
14 0.05 0 0.743562 1.4678 0.632655
16 0.06 0 0.743562 1.46159 0.632733
18 0.07 0 0.743562 1.45537 0.63281
20 0.08 0 0.743562 1.44913 0.632886
22 0.09 0 0.743562 1.44289 0.63296
24 0.1 0 0.743562 1.43664 0.633033
26 0.11 0 0.743555 1.43039 0.6331
28 0.12 0 0.74354 1.42413 0.633152
30 0.13 0 0.743504 1.41789 0.633195
32 0.14 0 0.743449 1.41167 0.633227
34 0.15 0 0.743374 1.40547 0.633249
36 0.16 0 0.743278 1.39929 0.63326
38 0.17 0 0.743161 1.39313 0.633261
40 0.18 0 0.743023 1.38699 0.633252
42 0.19 0 0.742864 1.38088 0.633233
44 0.2 0 0.742683 1.37478 0.633204
46 0.21 0 0.742479 1.36871 0.633164
48 0.22 0 0.742253 1.36266 0.633115
50 0.23 0 0.742005 1.35663 0.633055
52 0.24 0 0.741733 1.35063 0.632986
54 0.25 0 0.741439 1.34465 0.632906
56 0.26 0 0.74112 1.3387 0.632816
58 0.27 0 0.740778 1.33277 0.632716
60 0.28 0 0.740412 1.32687 0.632607
62 0.29 0 0.740022 1.321 0.632487
64 0.3 0 0.74356 1.30982 0.633979
66 0.31 0 0.74356 1.30344 0.634021
68 0.32 0 0.74356 1.29706 0.634063
70 0.33 0 0.74356 1.29068 0.634105
72 0.34 0 0.74356 1.2843 0.634148
74 0.35 0 0.74356 1.27792 0.634192
76 0.36 0 0.74356 1.27155 0.634236
78 0.37 0 0.74356 1.26518 0.634282
80 0.38 0 0.74356 1.25882 0.634329
82 0.39 0 0.74356 1.25246 0.634377
84 0.4 0 0.74356 1.2461 0.634424
86 0.41 0 0.74356 1.23975 0.634473
88 0.42 0 0.74356 1.23341 0.634523
90 0.43 0 0.74356 1.22707 0.634574
92 0.44 0 0.74356 1.22074 0.634627
94 0.45 0 0.74356 1.21442 0.634682
96 0.46 0 0.74356 1.2081 0.634738
98 0.47 0 0.74356 1.2018 0.634796
100 0.48 0 0.74356 1.19551 0.634855
102 0.49 0 0.74356 1.18922 0.634917
104 0.5 0 0.74356 1.18295 0.634979
106 0.51 0 0.74356 1.17669 0.635043
108 0.52 0 0.74356 1.17044 0.635109
110 0.53 0 0.74356 1.16421 0.635176
112 0.54 0 0.74356 1.15799 0.635245
114 0.55 0 0.74356 1.15178 0.635316
116 0.56 0 0.74356 1.14559 0.635388
118 0.57 0 0.74356 1.13941 0.635462
120 0.58 0 0.74356 1.13325 0.635537
122 0.59 0 0.74356 1.12711 0.635613
124 0.6 0 0.74356 1.12098 0.635691
126 0.61 0 0.74356 1.11488 0.635771
128 0.62 0 0.74356 1.10879 0.635851
130 0.63 0 0.74356 1.10272 0.635933
132 0.64 0 0.743558 1.09666 0.636019
134 0.65 0 0.743548 1.09062 0.636112
136 0.66 0 0.74353 1.0846 0.636213
138 0.67 0 0.743503 1.07861 0.636325
140 0.68 0 0.743467 1.07264 0.636451
142 0.69 0 0.743423 1.0667 0.636589
144 0.7 0 0.739713 1.05521 0.635254
146 0.71 0 0.73996 1.04977 0.635546
148 0.72 0 0.740186 1.04434 0.635847
150 0.73 0 0.74039 1.03892 0.636155
152 0.74 0 0.740571 1.03352 0.636471
154 0.75 0 0.740731 1.02813 0.636796
156 0.76 0 0.740868 1.02275 0.637129
158 0.77 0 0.740983 1.01739 0.63747
160 0.78 0 0.741076 1.01204 0.63782
162 0.79 0 0.741148 1.00671 0.638178
164 0.8 0 0.741197 1.00139 0.638545
166 0.81 0 0.742551 0.993759 0.638337
168 0.82 0 0.742709 0.988219 0.638653
170 0.83 0 0.742853 0.982685 0.638974
172 0.84 0 0.742984 0.977158 0.6393
174 0.85 0 0.743101 0.971639 0.639632
176 0.86 0 0.743205 0.966129 0.639968
178 0.87 0 0.743295 0.960628 0.640309
180 0.88 0 0.743372 0.955137 0.640656
182 0.89 0 0.743435 0.949658 0.641008
184 0.9 0 0.743486 0.944193 0.641366
186 0.91 0 0.743523 0.938743 0.641728
188 0.92 0 0.743548 0.933305 0.642097
190 0.93 0 0.74356 0.927883 0.64247
192 0.94 0 0.743561 0.92248 0.64285
194 0.95 0 0.743561 0.917107 0.643238
196 0.96 0 0.743561 0.911764 0.643634
198 0.97 0 0.743561 0.90645 0.64404
200 0.98 0 0.742566 0.899445 0.644899
202 0.99 0 0.742781 0.894562 0.645227
204 1 0 0.742969 0.889668 0.645576
206 1.01 0 0.74313 0.884764 0.645945
208 1.02 0 0.743266 0.879852 0.646334
210 1.03 0 0.743375 0.874933 0.646744
212 1.04 0 0.743459 0.870008 0.647173
214 1.05 0 0.743518 0.865078 0.647622
216 1.06 0 0.743552 0.860144 0.64809
218 1.07 0 0.743562 0.855208 0.648577
219 1.08 0 0.743562 0.850281 0.64908
221 1.09 0 0.743562 0.845381 0.649588
222 1.1 0 0.743562 0.840499 0.6501
224 1.11 0 0.743562 0.835649 0.650623
225 1.12 0 0.743562 0.830822 0.651156
226 1.13 0 0.743562 0.826018 0.651691
228 1.14 0 0.743562 0.82125 0.652236
229 1.15 0 0.743562 0.816504 0.65279
230 1.16 0 0.743562 0.811786 0.653347
231 1.17 0 0.743562 0.807099 0.653917
233 1.18 0 0.743559 0.802449 0.654488
234 1.19 0 0.743551 0.797824 0.65506
235 1.2 0 0.743541 0.793236 0.655645
236 1.21 0 0.743523 0.78868 0.656228
